,score
528,16.0
529,14.0
530,13.0
531,16.0
532,16.0
533,11.0
534,15.0
535,11.0
536,12.0
537,9.0
538,12.0
539,15.0
540,15.0
541,7.0
542,16.0
543,9.0
544,16.0
545,7.0
546,19.0
547,10.0
548,14.0
549,15.0
550,11.0
551,10.0
552,13.0
553,9.0
554,13.0
555,16.0
556,11.0
557,16.0
558,8.0
559,10.0
560,16.0
561,19.0
562,17.0
563,15.0
564,8.0
565,14.0
566,10.0
567,10.0
568,10.0
569,9.0
570,8.0
571,12.0
572,9.0
573,14.0
574,5.0
575,8.0
576,19.0
577,10.0
578,11.0
579,19.0
580,9.0
581,17.0
582,16.0
583,12.0
584,16.0
585,14.0
586,11.0
587,16.0
588,19.0
589,10.0
590,15.0
591,14.0
592,11.0
593,16.0
594,14.0
595,9.0
596,17.0
597,22.0
598,11.0
599,11.0
600,12.0
601,13.0
602,12.0
603,12.0
604,17.0
605,13.0
606,15.0
607,16.0
608,18.0
609,11.0
610,13.0
611,15.0
612,11.0
613,11.0
614,12.0
615,16.0
616,10.0
617,18.0
618,19.0
619,6.0
620,10.0
621,11.0
622,17.0
623,15.0
624,10.0
625,18.0
626,17.0
627,18.0
628,18.0
629,14.0
630,8.0
631,14.0
632,10.0
633,16.0
634,11.0
635,11.0
636,20.0
637,12.0
638,9.0
639,16.0
640,12.0
641,16.0
642,11.0
643,12.0
644,14.0
645,9.0
646,10.0
647,17.0
648,8.0
649,8.0
650,14.0
651,14.0
652,13.0
653,13.0
654,21.0
655,13.0
656,18.0
657,12.0
658,9.0
659,12.0
660,17.0
661,15.0
662,11.0
663,14.0
664,16.0
665,17.0
666,17.0
667,18.0
668,17.0
669,12.0
670,15.0
671,3.0
672,16.0
673,19.0
674,14.0
675,13.0
676,18.0
677,18.0
678,12.0
679,14.0
680,7.0
681,14.0
682,14.0
683,10.0
684,17.0
685,19.0
686,11.0
687,13.0
688,9.0
689,18.0
690,12.0
691,14.0
692,14.0
693,10.0
694,10.0
695,10.0
696,13.0
697,18.0
698,12.0
699,15.0
700,19.0
701,16.0
702,12.0
703,14.0
704,12.0
705,13.0
706,21.0
707,12.0
708,18.0
709,8.0
710,17.0
711,12.0
712,15.0
713,19.0
714,10.0
715,9.0
716,20.0
717,14.0
718,14.0
719,7.0
720,10.0
721,15.0
722,18.0
723,14.0
724,11.0
725,14.0
726,13.0
727,16.0
728,17.0
729,13.0
730,11.0
731,11.0
732,8.0
733,12.0
734,11.0
735,15.0
736,15.0
737,14.0
738,13.0
739,17.0
740,18.0
741,14.0
742,11.0
743,16.0
744,19.0
745,18.0
746,13.0
747,5.0
748,15.0
749,7.0
750,10.0
751,11.0
752,14.0
753,18.0
754,14.0
755,14.0
756,13.0
757,17.0
758,15.0
759,11.0
760,17.0
761,17.0
762,16.0
763,16.0
764,23.0
765,16.0
766,16.0
767,13.0
768,12.0
769,16.0
770,15.0
771,14.0
772,17.0
773,15.0
774,18.0
775,13.0
776,10.0
777,14.0
778,18.0
779,12.0
780,13.0
781,20.0
782,13.0
783,11.0
784,18.0
785,14.0
786,13.0
787,18.0
788,14.0
789,10.0
790,16.0
791,20.0
792,16.0
793,19.0
794,13.0
795,16.0
796,13.0
797,22.0
798,13.0
799,15.0
800,13.0
801,10.0
802,18.0
803,13.0
804,18.0
805,11.0
806,10.0
807,16.0
808,18.0
809,18.0
810,14.0
811,17.0
812,14.0
813,17.0
814,10.0
815,11.0
816,17.0
817,15.0
818,20.0
819,12.0
820,17.0
821,18.0
822,15.0
823,13.0
824,15.0
825,14.0
826,25.0
827,21.0
828,16.0
829,16.0
830,12.0
831,17.0
832,19.0
833,10.0
834,15.0
835,19.0
836,15.0
837,18.0
838,19.0
839,14.0
840,11.0
841,14.0
842,9.0
843,15.0
844,19.0
845,11.0
846,9.0
847,12.0
848,12.0
849,17.0
850,17.0
851,17.0
852,15.0
853,17.0
854,15.0
855,14.0
856,17.0
857,13.0
858,16.0
859,17.0
860,14.0
861,12.0
862,22.0
863,16.0
864,21.0
865,14.0
866,21.0
867,21.0
868,7.0
869,16.0
870,18.0
871,7.0
872,6.0
873,15.0
874,18.0
875,22.0
876,18.0
877,14.0
878,20.0
879,14.0
880,16.0
881,14.0
882,7.0
883,14.0
884,13.0
885,15.0
886,15.0
887,9.0
888,16.0
889,13.0
890,20.0
891,10.0
892,15.0
893,17.0
894,12.0
895,15.0
896,11.0
897,13.0
898,13.0
899,18.0
900,18.0
901,15.0
902,12.0
903,9.0
904,16.0
905,11.0
906,13.0
907,11.0
908,19.0
909,10.0
910,6.0
911,12.0
912,19.0
913,9.0
914,14.0
915,17.0
916,14.0
917,10.0
918,15.0
919,13.0
920,14.0
921,13.0
922,19.0
923,13.0
924,14.0
925,15.0
926,20.0
927,17.0
928,18.0
929,19.0
930,12.0
931,9.0
932,14.0
933,10.0
934,12.0
935,17.0
936,21.0
937,14.0
938,16.0
939,15.0
940,15.0
941,13.0
942,15.0
943,16.0
944,17.0
945,15.0
946,15.0
947,15.0
948,11.0
949,13.0
950,19.0
951,18.0
952,14.0
953,15.0
954,16.0
955,14.0
956,11.0
957,14.0
958,19.0
959,13.0
960,14.0
961,15.0
962,23.0
963,17.0
964,17.0
965,18.0
966,11.0
967,19.0
968,20.0
969,20.0
970,13.0
971,11.0
972,15.0
973,10.0
974,12.0
975,9.0
976,21.0
977,18.0
978,20.0
979,16.0
980,11.0
981,13.0
982,13.0
983,12.0
984,18.0
985,19.0
986,14.0
987,12.0
988,15.0
989,9.0
990,20.0
991,16.0
992,17.0
993,11.0
994,21.0
995,12.0
996,17.0
997,22.0
998,9.0
999,15.0
1000,16.0
1001,16.0
1002,16.0
1003,13.0
1004,11.0
1005,18.0
1006,12.0
1007,10.0
1008,11.0
1009,10.0
1010,12.0
1011,18.0
1012,21.0
1013,12.0
1014,14.0
1015,14.0
1016,17.0
1017,18.0
1018,17.0
1019,8.0
1020,9.0
1021,13.0
1022,17.0
1023,13.0
1024,18.0
1025,12.0
1026,19.0
1027,7.0
1028,16.0
1029,20.0
1030,15.0
1031,17.0
1032,13.0
1033,13.0
1034,14.0
1035,15.0
1036,17.0
1037,12.0
1038,10.0
1039,15.0
1040,15.0
1041,13.0
1042,17.0
1043,15.0
1044,21.0
1045,17.0
1046,20.0
1047,15.0
1048,12.0
1049,11.0
1050,14.0
1051,17.0
1052,14.0
1053,10.0
1054,13.0
1055,17.0
1056,5.0
1057,16.0
1058,14.0
1059,16.0
1060,21.0
1061,13.0
1062,17.0
1063,12.0
1064,10.0
1065,13.0
1066,14.0
1067,21.0
1068,12.0
1069,15.0
1070,16.0
1071,13.0
1072,23.0
1073,22.0
1074,17.0
1075,15.0
1076,6.0
1077,10.0
1078,13.0
1079,23.0
1080,16.0
1081,17.0
1082,10.0
1083,16.0
1084,15.0
1085,20.0
1086,19.0
1087,16.0
1088,10.0
1089,7.0
1090,10.0
1091,17.0
1092,15.0
1093,13.0
1094,11.0
1095,11.0
1096,13.0
1097,20.0
1098,8.0
1099,18.0
1100,7.0
1101,16.0
1102,15.0
1103,11.0
1104,17.0
1105,16.0
1106,16.0
1107,12.0
1108,17.0
1109,17.0
1110,19.0
1111,14.0
1112,14.0
1113,17.0
1114,20.0
1115,13.0
1116,13.0
1117,17.0
1118,20.0
1119,18.0
1120,19.0
1121,15.0
1122,19.0
1123,23.0
1124,18.0
1125,11.0
1126,18.0
1127,14.0
1128,12.0
1129,18.0
1130,23.0
1131,15.0
1132,20.0
1133,15.0
1134,10.0
1135,16.0
1136,15.0
1137,10.0
1138,18.0
1139,15.0
1140,12.0
1141,15.0
1142,11.0
1143,13.0
1144,20.0
1145,19.0
1146,16.0
1147,7.0
1148,19.0
1149,5.0
1150,17.0
1151,14.0
1152,18.0
1153,24.0
1154,14.0
1155,15.0
1156,10.0
1157,15.0
1158,15.0
1159,19.0
1160,13.0
1161,21.0
1162,17.0
1163,14.0
1164,17.0
1165,19.0
1166,17.0
1167,13.0
1168,19.0
1169,19.0
1170,15.0
1171,9.0
1172,16.0
1173,9.0
1174,16.0
1175,16.0
1176,9.0
1177,16.0
1178,13.0
1179,15.0
1180,9.0
1181,17.0
