,score
942,6.0
943,13.0
944,10.0
945,5.0
946,8.0
947,7.0
948,10.0
949,14.0
950,19.0
951,6.0
952,11.0
953,7.0
954,10.0
955,8.0
956,10.0
957,5.0
958,14.0
959,8.0
960,5.0
961,14.0
962,7.0
963,11.0
964,16.0
965,15.0
966,7.0
967,8.0
968,5.0
969,2.0
970,7.0
971,5.0
972,7.0
973,8.0
974,14.0
975,14.0
976,12.0
977,7.0
978,15.0
979,2.0
980,9.0
981,8.0
982,10.0
983,10.0
984,12.0
985,14.0
986,9.0
987,12.0
988,4.0
989,5.0
990,10.0
991,1.0
992,3.0
993,3.0
994,12.0
995,9.0
996,11.0
997,6.0
998,9.0
999,12.0
1000,11.0
1001,14.0
1002,8.0
1003,11.0
1004,8.0
1005,3.0
1006,8.0
1007,7.0
1008,14.0
1009,16.0
1010,6.0
1011,8.0
1012,11.0
1013,12.0
1014,4.0
1015,15.0
1016,2.0
1017,11.0
1018,8.0
1019,11.0
1020,13.0
1021,4.0
1022,4.0
1023,11.0
1024,10.0
1025,13.0
1026,5.0
1027,10.0
1028,4.0
1029,15.0
1030,14.0
1031,12.0
1032,5.0
1033,21.0
1034,15.0
1035,7.0
1036,9.0
1037,14.0
1038,13.0
1039,15.0
1040,10.0
1041,16.0
1042,14.0
1043,9.0
1044,7.0
1045,11.0
1046,12.0
1047,6.0
1048,11.0
1049,9.0
1050,12.0
1051,14.0
1052,12.0
1053,7.0
1054,5.0
1055,13.0
1056,8.0
1057,13.0
1058,9.0
1059,9.0
1060,8.0
1061,8.0
1062,7.0
1063,5.0
1064,9.0
1065,8.0
1066,15.0
1067,14.0
1068,9.0
1069,7.0
1070,13.0
1071,11.0
1072,10.0
1073,15.0
1074,10.0
1075,12.0
1076,14.0
1077,14.0
1078,14.0
1079,11.0
1080,11.0
1081,11.0
1082,15.0
1083,8.0
1084,14.0
1085,5.0
1086,14.0
1087,9.0
1088,12.0
1089,9.0
1090,20.0
1091,11.0
1092,10.0
1093,16.0
1094,10.0
1095,10.0
1096,8.0
1097,12.0
1098,11.0
1099,15.0
1100,14.0
1101,15.0
1102,13.0
1103,15.0
1104,10.0
1105,4.0
1106,16.0
1107,15.0
1108,12.0
1109,13.0
1110,16.0
1111,15.0
1112,10.0
1113,12.0
1114,16.0
1115,13.0
1116,8.0
1117,8.0
1118,13.0
1119,15.0
1120,12.0
1121,8.0
1122,9.0
1123,9.0
1124,12.0
1125,14.0
1126,13.0
1127,17.0
1128,16.0
1129,8.0
1130,6.0
1131,7.0
1132,13.0
1133,7.0
1134,15.0
1135,9.0
1136,13.0
1137,12.0
1138,13.0
1139,19.0
1140,16.0
1141,11.0
1142,16.0
1143,16.0
1144,20.0
1145,7.0
1146,7.0
1147,14.0
1148,12.0
1149,11.0
1150,7.0
1151,15.0
1152,15.0
1153,16.0
1154,11.0
1155,13.0
1156,10.0
1157,7.0
1158,9.0
1159,17.0
1160,8.0
1161,15.0
1162,12.0
1163,13.0
1164,16.0
1165,10.0
1166,17.0
1167,13.0
1168,13.0
1169,11.0
1170,6.0
1171,15.0
1172,10.0
1173,10.0
1174,8.0
1175,20.0
1176,10.0
1177,11.0
1178,5.0
1179,8.0
1180,7.0
1181,15.0
1182,14.0
1183,10.0
1184,17.0
1185,14.0
1186,9.0
1187,13.0
1188,14.0
1189,9.0
1190,16.0
1191,14.0
1192,15.0
1193,12.0
1194,11.0
1195,13.0
1196,12.0
1197,10.0
1198,6.0
1199,10.0
1200,11.0
1201,16.0
1202,13.0
1203,20.0
1204,13.0
1205,11.0
1206,11.0
1207,12.0
1208,14.0
1209,17.0
1210,11.0
1211,18.0
1212,16.0
1213,12.0
1214,9.0
1215,14.0
1216,11.0
1217,11.0
1218,8.0
1219,7.0
1220,17.0
1221,15.0
1222,10.0
1223,11.0
1224,7.0
1225,10.0
1226,13.0
1227,9.0
1228,11.0
1229,15.0
1230,16.0
1231,11.0
1232,12.0
1233,12.0
1234,16.0
1235,7.0
1236,7.0
1237,8.0
1238,12.0
1239,17.0
1240,15.0
1241,12.0
1242,15.0
1243,2.0
1244,12.0
1245,11.0
1246,12.0
1247,7.0
1248,16.0
1249,10.0
1250,12.0
1251,8.0
1252,13.0
1253,14.0
1254,10.0
1255,11.0
1256,14.0
1257,15.0
1258,15.0
1259,13.0
1260,14.0
1261,13.0
1262,3.0
1263,13.0
1264,14.0
1265,15.0
1266,9.0
1267,14.0
1268,13.0
1269,8.0
1270,13.0
1271,10.0
1272,21.0
1273,10.0
1274,13.0
1275,13.0
1276,18.0
1277,11.0
1278,18.0
1279,10.0
1280,9.0
1281,11.0
1282,11.0
1283,14.0
1284,5.0
1285,14.0
1286,9.0
1287,16.0
1288,5.0
1289,14.0
1290,17.0
1291,12.0
1292,10.0
1293,4.0
1294,11.0
1295,7.0
1296,14.0
1297,12.0
1298,8.0
1299,7.0
1300,7.0
1301,18.0
1302,15.0
1303,10.0
1304,13.0
1305,13.0
1306,12.0
1307,13.0
1308,16.0
1309,13.0
1310,14.0
1311,12.0
1312,14.0
1313,17.0
1314,13.0
1315,8.0
1316,14.0
1317,13.0
1318,12.0
1319,12.0
1320,9.0
1321,9.0
1322,4.0
1323,7.0
1324,8.0
1325,7.0
1326,10.0
1327,15.0
1328,14.0
1329,12.0
1330,12.0
1331,12.0
1332,18.0
1333,16.0
1334,9.0
1335,18.0
1336,15.0
1337,14.0
1338,13.0
1339,4.0
1340,19.0
1341,11.0
1342,13.0
1343,16.0
1344,16.0
1345,12.0
1346,11.0
1347,13.0
1348,13.0
1349,10.0
1350,13.0
1351,16.0
1352,19.0
1353,18.0
1354,11.0
1355,20.0
1356,10.0
1357,14.0
1358,10.0
1359,17.0
1360,17.0
1361,13.0
1362,11.0
1363,12.0
1364,9.0
1365,14.0
1366,15.0
1367,10.0
1368,16.0
1369,12.0
1370,6.0
1371,13.0
1372,8.0
1373,11.0
1374,11.0
1375,16.0
1376,9.0
1377,15.0
1378,12.0
1379,10.0
1380,7.0
1381,8.0
1382,11.0
1383,5.0
1384,6.0
1385,13.0
1386,10.0
1387,12.0
1388,13.0
1389,15.0
1390,13.0
1391,6.0
1392,12.0
1393,9.0
1394,11.0
1395,15.0
1396,13.0
1397,9.0
1398,9.0
1399,8.0
1400,10.0
1401,11.0
1402,22.0
1403,13.0
1404,10.0
1405,19.0
1406,14.0
1407,12.0
1408,14.0
1409,16.0
1410,8.0
1411,10.0
1412,14.0
1413,6.0
1414,9.0
1415,10.0
1416,9.0
1417,16.0
1418,11.0
1419,12.0
1420,12.0
1421,5.0
1422,10.0
1423,8.0
1424,8.0
1425,14.0
1426,17.0
1427,10.0
1428,14.0
1429,15.0
1430,18.0
1431,16.0
1432,16.0
1433,16.0
1434,12.0
1435,12.0
1436,15.0
1437,14.0
1438,16.0
1439,12.0
1440,21.0
1441,19.0
1442,13.0
1443,12.0
1444,13.0
1445,7.0
1446,8.0
1447,12.0
1448,13.0
1449,7.0
1450,12.0
1451,14.0
1452,13.0
1453,15.0
1454,10.0
1455,12.0
1456,13.0
1457,9.0
1458,6.0
1459,13.0
1460,8.0
1461,12.0
1462,10.0
1463,14.0
1464,13.0
1465,10.0
1466,9.0
1467,9.0
1468,7.0
1469,6.0
1470,14.0
1471,15.0
1472,10.0
1473,15.0
1474,10.0
1475,17.0
1476,11.0
1477,14.0
1478,16.0
1479,5.0
1480,12.0
1481,9.0
1482,8.0
1483,20.0
1484,10.0
1485,8.0
1486,10.0
1487,19.0
1488,9.0
1489,9.0
1490,5.0
1491,13.0
1492,11.0
1493,15.0
1494,11.0
1495,14.0
1496,11.0
1497,15.0
1498,12.0
1499,10.0
1500,12.0
1501,15.0
1502,9.0
1503,15.0
1504,10.0
1505,9.0
