,score
965,19.0
966,13.0
967,19.0
968,19.0
969,21.0
970,20.0
971,13.0
972,11.0
973,15.0
974,19.0
975,15.0
976,7.0
977,12.0
978,15.0
979,17.0
980,5.0
981,20.0
982,13.0
983,18.0
984,15.0
985,19.0
986,21.0
987,16.0
988,17.0
989,18.0
990,22.0
991,15.0
992,14.0
993,9.0
994,19.0
995,17.0
996,15.0
997,19.0
998,13.0
999,11.0
1000,18.0
1001,15.0
1002,21.0
1003,15.0
1004,10.0
1005,15.0
1006,13.0
1007,14.0
1008,16.0
1009,17.0
1010,17.0
1011,12.0
1012,15.0
1013,12.0
1014,12.0
1015,15.0
1016,16.0
1017,15.0
1018,14.0
1019,14.0
1020,17.0
1021,14.0
1022,19.0
1023,19.0
1024,21.0
1025,15.0
1026,15.0
1027,18.0
1028,18.0
1029,13.0
1030,3.0
1031,18.0
1032,14.0
1033,19.0
1034,15.0
1035,20.0
1036,16.0
1037,16.0
1038,7.0
1039,19.0
1040,18.0
1041,16.0
1042,14.0
1043,12.0
1044,12.0
1045,17.0
1046,19.0
1047,14.0
1048,9.0
1049,14.0
1050,21.0
1051,24.0
1052,17.0
1053,22.0
1054,18.0
1055,15.0
1056,12.0
1057,17.0
1058,9.0
1059,15.0
1060,15.0
1061,11.0
1062,18.0
1063,18.0
1064,13.0
1065,17.0
1066,16.0
1067,12.0
1068,14.0
1069,15.0
1070,18.0
1071,17.0
1072,10.0
1073,17.0
1074,13.0
1075,6.0
1076,24.0
1077,18.0
1078,16.0
1079,17.0
1080,10.0
1081,19.0
1082,14.0
1083,18.0
1084,17.0
1085,16.0
1086,16.0
1087,19.0
1088,14.0
1089,10.0
1090,13.0
1091,4.0
1092,15.0
1093,14.0
1094,14.0
1095,17.0
1096,17.0
1097,18.0
1098,11.0
1099,16.0
1100,13.0
1101,19.0
1102,20.0
1103,11.0
1104,11.0
1105,10.0
1106,20.0
1107,15.0
1108,17.0
1109,5.0
1110,19.0
1111,11.0
1112,12.0
1113,7.0
1114,13.0
1115,17.0
1116,10.0
1117,14.0
1118,12.0
1119,18.0
1120,17.0
1121,19.0
1122,14.0
1123,14.0
1124,12.0
1125,16.0
1126,11.0
1127,11.0
1128,17.0
1129,15.0
1130,17.0
1131,18.0
1132,12.0
1133,17.0
1134,15.0
1135,16.0
1136,11.0
1137,16.0
1138,14.0
1139,9.0
1140,11.0
1141,13.0
1142,18.0
1143,17.0
1144,15.0
1145,17.0
1146,20.0
1147,18.0
1148,13.0
1149,15.0
1150,12.0
1151,10.0
1152,15.0
1153,19.0
1154,9.0
1155,19.0
1156,6.0
1157,21.0
1158,17.0
1159,20.0
1160,10.0
1161,11.0
1162,16.0
1163,16.0
1164,10.0
1165,18.0
1166,18.0
1167,14.0
1168,20.0
1169,17.0
1170,12.0
1171,18.0
1172,16.0
1173,14.0
1174,11.0
1175,13.0
1176,18.0
1177,15.0
1178,17.0
1179,18.0
1180,10.0
1181,16.0
1182,23.0
1183,20.0
1184,5.0
1185,16.0
1186,16.0
1187,14.0
1188,23.0
1189,4.0
1190,10.0
1191,19.0
1192,16.0
1193,15.0
1194,18.0
1195,17.0
1196,14.0
1197,14.0
1198,23.0
1199,11.0
1200,13.0
1201,14.0
1202,15.0
1203,14.0
1204,11.0
1205,21.0
1206,12.0
1207,13.0
1208,10.0
1209,15.0
1210,17.0
1211,15.0
1212,14.0
1213,18.0
1214,11.0
1215,22.0
1216,13.0
1217,9.0
1218,16.0
1219,18.0
1220,14.0
1221,11.0
1222,4.0
1223,16.0
1224,18.0
1225,16.0
1226,19.0
1227,11.0
1228,18.0
1229,15.0
1230,8.0
1231,17.0
1232,13.0
1233,19.0
1234,11.0
1235,17.0
1236,18.0
1237,17.0
1238,18.0
1239,13.0
1240,13.0
1241,20.0
1242,19.0
1243,16.0
1244,13.0
1245,9.0
1246,5.0
1247,15.0
1248,14.0
1249,9.0
1250,15.0
1251,13.0
1252,15.0
1253,9.0
1254,16.0
1255,18.0
1256,15.0
1257,18.0
1258,15.0
1259,16.0
1260,16.0
1261,9.0
1262,15.0
1263,20.0
1264,18.0
1265,17.0
1266,13.0
1267,14.0
1268,15.0
1269,16.0
1270,16.0
1271,15.0
1272,13.0
1273,17.0
1274,18.0
1275,22.0
1276,21.0
1277,14.0
1278,19.0
1279,16.0
1280,18.0
1281,17.0
1282,16.0
1283,17.0
1284,8.0
1285,12.0
1286,18.0
1287,17.0
1288,16.0
1289,18.0
1290,18.0
1291,18.0
1292,21.0
1293,21.0
1294,11.0
1295,14.0
1296,17.0
1297,15.0
1298,19.0
1299,17.0
1300,13.0
1301,17.0
1302,15.0
1303,17.0
1304,17.0
1305,16.0
1306,18.0
1307,15.0
1308,13.0
1309,9.0
1310,12.0
1311,21.0
1312,15.0
1313,21.0
1314,16.0
1315,17.0
1316,12.0
1317,16.0
1318,17.0
1319,21.0
1320,12.0
1321,18.0
1322,10.0
1323,13.0
1324,16.0
1325,17.0
1326,18.0
1327,19.0
1328,19.0
1329,13.0
1330,11.0
1331,21.0
1332,22.0
1333,8.0
1334,18.0
1335,18.0
1336,19.0
1337,14.0
1338,17.0
1339,11.0
1340,19.0
1341,14.0
1342,16.0
1343,12.0
1344,13.0
1345,16.0
1346,16.0
1347,17.0
1348,17.0
1349,17.0
1350,15.0
1351,14.0
1352,14.0
1353,13.0
1354,13.0
1355,19.0
1356,15.0
1357,13.0
1358,18.0
1359,17.0
1360,10.0
1361,18.0
1362,15.0
1363,13.0
1364,16.0
1365,16.0
1366,14.0
1367,23.0
1368,15.0
1369,13.0
1370,23.0
1371,22.0
1372,17.0
1373,18.0
1374,18.0
1375,18.0
1376,18.0
1377,16.0
1378,16.0
1379,18.0
1380,14.0
1381,21.0
1382,20.0
1383,17.0
1384,17.0
1385,16.0
1386,14.0
1387,20.0
1388,16.0
1389,13.0
1390,12.0
1391,16.0
1392,19.0
1393,12.0
1394,17.0
1395,15.0
1396,17.0
1397,20.0
1398,17.0
1399,12.0
1400,12.0
1401,13.0
1402,19.0
1403,14.0
1404,17.0
1405,21.0
1406,16.0
1407,14.0
1408,16.0
1409,15.0
1410,15.0
1411,18.0
1412,15.0
1413,10.0
1414,15.0
1415,14.0
1416,11.0
1417,20.0
1418,24.0
1419,15.0
1420,18.0
1421,19.0
1422,16.0
1423,9.0
1424,18.0
1425,13.0
1426,14.0
1427,10.0
1428,19.0
1429,18.0
1430,17.0
1431,17.0
1432,16.0
1433,16.0
1434,18.0
1435,16.0
1436,15.0
1437,12.0
1438,15.0
1439,13.0
1440,14.0
1441,17.0
1442,17.0
1443,14.0
1444,16.0
1445,15.0
1446,13.0
1447,20.0
1448,20.0
1449,11.0
1450,8.0
1451,13.0
1452,8.0
1453,20.0
1454,18.0
1455,15.0
1456,14.0
1457,17.0
1458,16.0
1459,17.0
1460,10.0
1461,17.0
1462,19.0
1463,13.0
1464,10.0
1465,20.0
1466,14.0
1467,16.0
1468,14.0
1469,14.0
1470,15.0
1471,19.0
1472,15.0
1473,13.0
1474,15.0
1475,16.0
1476,16.0
1477,19.0
1478,13.0
1479,16.0
1480,17.0
1481,16.0
1482,15.0
1483,23.0
1484,10.0
1485,16.0
1486,10.0
1487,16.0
1488,17.0
1489,17.0
1490,24.0
1491,19.0
1492,13.0
1493,17.0
1494,15.0
1495,17.0
1496,10.0
1497,18.0
1498,8.0
1499,14.0
1500,15.0
1501,9.0
1502,12.0
1503,18.0
1504,10.0
1505,15.0
1506,6.0
1507,15.0
1508,14.0
1509,19.0
1510,16.0
1511,11.0
1512,16.0
1513,17.0
1514,15.0
1515,13.0
1516,15.0
1517,21.0
1518,15.0
1519,13.0
1520,18.0
1521,11.0
1522,16.0
1523,21.0
1524,14.0
1525,14.0
1526,18.0
1527,15.0
1528,17.0
1529,13.0
1530,18.0
1531,15.0
1532,15.0
1533,11.0
1534,17.0
1535,11.0
1536,15.0
1537,21.0
1538,14.0
1539,13.0
1540,21.0
1541,17.0
1542,20.0
1543,19.0
1544,16.0
1545,18.0
1546,11.0
1547,16.0
1548,11.0
1549,12.0
1550,16.0
1551,8.0
1552,13.0
1553,13.0
1554,15.0
1555,12.0
1556,21.0
1557,16.0
1558,14.0
1559,14.0
1560,18.0
1561,14.0
1562,14.0
1563,22.0
1564,19.0
1565,20.0
1566,20.0
1567,17.0
1568,15.0
1569,14.0
1570,6.0
1571,9.0
1572,15.0
1573,16.0
1574,19.0
1575,7.0
1576,16.0
1577,21.0
1578,19.0
1579,16.0
1580,12.0
1581,13.0
1582,10.0
1583,14.0
1584,14.0
1585,13.0
1586,18.0
1587,15.0
1588,7.0
1589,19.0
1590,17.0
1591,16.0
1592,17.0
1593,16.0
1594,16.0
1595,15.0
1596,25.0
1597,10.0
1598,16.0
1599,15.0
1600,13.0
1601,19.0
1602,15.0
1603,16.0
1604,13.0
1605,14.0
1606,19.0
1607,20.0
1608,18.0
1609,19.0
1610,15.0
1611,19.0
1612,17.0
1613,14.0
1614,8.0
1615,15.0
1616,14.0
1617,14.0
1618,16.0
1619,16.0
1620,14.0
1621,14.0
1622,14.0
1623,18.0
1624,6.0
1625,18.0
1626,14.0
1627,13.0
1628,20.0
1629,11.0
1630,20.0
1631,19.0
1632,12.0
1633,8.0
1634,13.0
1635,20.0
1636,15.0
1637,17.0
1638,18.0
1639,17.0
1640,18.0
1641,15.0
1642,14.0
1643,16.0
1644,17.0
1645,14.0
1646,14.0
1647,13.0
1648,14.0
1649,17.0
1650,22.0
1651,15.0
1652,13.0
1653,15.0
1654,21.0
1655,14.0
1656,20.0
1657,16.0
1658,5.0
1659,20.0
1660,18.0
1661,19.0
1662,17.0
1663,18.0
1664,14.0
1665,8.0
1666,15.0
1667,17.0
1668,11.0
1669,20.0
1670,11.0
1671,18.0
1672,12.0
1673,17.0
1674,15.0
1675,13.0
1676,11.0
1677,13.0
1678,20.0
1679,16.0
1680,11.0
1681,7.0
1682,17.0
1683,22.0
1684,4.0
1685,14.0
1686,15.0
1687,14.0
1688,9.0
1689,22.0
1690,14.0
1691,15.0
1692,14.0
1693,19.0
1694,16.0
1695,7.0
1696,12.0
1697,12.0
1698,14.0
1699,17.0
1700,13.0
1701,17.0
1702,10.0
1703,14.0
1704,17.0
1705,17.0
1706,19.0
1707,18.0
1708,11.0
1709,13.0
1710,15.0
1711,18.0
1712,14.0
1713,19.0
1714,18.0
1715,21.0
1716,14.0
1717,17.0
1718,14.0
1719,14.0
1720,22.0
1721,18.0
1722,15.0
1723,19.0
1724,14.0
1725,19.0
1726,13.0
1727,14.0
1728,21.0
1729,17.0
1730,18.0
1731,22.0
1732,20.0
1733,15.0
1734,12.0
1735,21.0
1736,15.0
1737,18.0
1738,15.0
1739,17.0
1740,17.0
1741,17.0
1742,14.0
1743,21.0
1744,11.0
1745,15.0
1746,13.0
1747,12.0
1748,12.0
1749,9.0
1750,23.0
1751,17.0
1752,13.0
1753,13.0
1754,16.0
1755,14.0
1756,12.0
1757,18.0
1758,15.0
1759,14.0
1760,14.0
1761,18.0
1762,12.0
1763,16.0
1764,21.0
